year,round,circuit_name,circuit_country,driver_id,lap_number,lap_time_ms,estimated_horsepower,car_weight,track_temperature,driving_aggression,tire_compound,fuel_load_percent
2011,7,Circuit Gilles Villeneuve,Canada,webber,3,124915.0,814,744,43,0.9610740196146089,hard,65.53711351917589
2011,7,Circuit Gilles Villeneuve,Canada,hamilton,3,125340.0,962,726,35,0.7618418132734881,soft,80.55720604046907
2011,7,Circuit Gilles Villeneuve,Canada,rosberg,3,125174.0,905,768,37,0.8419109153437194,hard,92.91606638120085
2011,7,Circuit Gilles Villeneuve,Canada,button,3,125396.0,920,714,42,0.9818554011925005,medium,51.16329548316496
2011,7,Circuit Gilles Villeneuve,Canada,michael_schumacher,3,125668.0,770,772,41,0.541029952237243,soft,74.0649405940276
2011,7,Circuit Gilles Villeneuve,Canada,heidfeld,3,125218.0,988,784,22,0.9342952119308658,hard,83.6237887534133
2011,7,Circuit Gilles Villeneuve,Canada,petrov,3,124052.0,865,799,21,0.907043947326651,hard,16.462785551301337
2011,7,Circuit Gilles Villeneuve,Canada,resta,3,124190.0,779,751,43,0.656490802623261,soft,63.049220368744486
2011,7,Circuit Gilles Villeneuve,Canada,maldonado,3,124098.0,814,739,36,0.936757906122827,soft,75.18515903902829
2011,7,Circuit Gilles Villeneuve,Canada,kobayashi,3,124211.0,784,769,38,0.9838986518139943,medium,33.61809604902646
2011,7,Circuit Gilles Villeneuve,Canada,sutil,3,124547.0,914,765,20,0.5929436684071732,hard,36.494592407343
2011,7,Circuit Gilles Villeneuve,Canada,buemi,3,124650.0,852,732,30,0.7788943274205005,medium,17.600149799059405
2011,7,Circuit Gilles Villeneuve,Canada,barrichello,3,124846.0,988,772,24,0.5598613911331842,hard,44.77096202035973
2011,7,Circuit Gilles Villeneuve,Canada,rosa,3,124972.0,799,747,31,0.967284071116723,medium,88.18079930501922
2011,7,Circuit Gilles Villeneuve,Canada,trulli,3,124130.0,875,778,27,0.5067565942974996,medium,55.17990529483182
2011,7,Circuit Gilles Villeneuve,Canada,kovalainen,3,123985.0,808,736,30,0.9303257715541544,soft,77.22843819454309
2011,7,Circuit Gilles Villeneuve,Canada,liuzzi,3,125179.0,813,710,42,0.6729321408124571,soft,92.50713840144026
2011,7,Circuit Gilles Villeneuve,Canada,glock,3,124886.0,884,729,39,0.9490061884545358,medium,76.99452321785985
2011,7,Circuit Gilles Villeneuve,Canada,karthikeyan,3,124985.0,959,773,26,0.834543599558593,soft,53.473579106126444
2011,7,Circuit Gilles Villeneuve,Canada,ambrosio,3,125371.0,855,755,34,0.6556152779371283,medium,29.653386705575176
2011,7,Circuit Gilles Villeneuve,Canada,alguersuari,3,125704.0,996,730,21,0.9130605000176102,medium,96.80158505876459
2011,7,Circuit Gilles Villeneuve,Canada,vettel,4,125715.0,993,762,35,0.7204821400012837,soft,25.64705043688213
2011,7,Circuit Gilles Villeneuve,Canada,alonso,4,125232.0,996,790,33,0.637598817541515,medium,83.16790056119255
2011,7,Circuit Gilles Villeneuve,Canada,massa,4,124651.0,827,759,34,0.5712519590344242,hard,94.25345623800065
2011,7,Circuit Gilles Villeneuve,Canada,webber,4,124669.0,778,797,28,0.6787474765925507,hard,41.60715073451383
2011,7,Circuit Gilles Villeneuve,Canada,hamilton,4,123927.0,917,774,42,0.5078106488579044,hard,22.298409026871543
2011,7,Circuit Gilles Villeneuve,Canada,rosberg,4,123454.0,860,718,22,0.8000257189340073,hard,45.45941229500346
2011,7,Circuit Gilles Villeneuve,Canada,button,4,123343.0,772,754,21,0.6003019120674822,hard,54.77422052657817
2011,7,Circuit Gilles Villeneuve,Canada,michael_schumacher,4,123663.0,819,768,43,0.6581079745132834,soft,12.690243811169541
2011,7,Circuit Gilles Villeneuve,Canada,heidfeld,4,122854.0,872,735,20,0.6047408190602488,medium,92.6091108483445
2011,7,Circuit Gilles Villeneuve,Canada,petrov,4,122811.0,906,790,20,0.9066067628921516,soft,10.421633725926826
2011,7,Circuit Gilles Villeneuve,Canada,resta,4,121891.0,911,707,27,0.9885761820054555,soft,40.601245391333585
2011,7,Circuit Gilles Villeneuve,Canada,maldonado,4,122169.0,750,723,23,0.7130380974404127,hard,94.5843294215376
2011,7,Circuit Gilles Villeneuve,Canada,kobayashi,4,121411.0,950,768,29,0.5210926059401755,medium,89.5424804408785
2011,7,Circuit Gilles Villeneuve,Canada,sutil,4,120994.0,980,706,20,0.7326098624058196,soft,45.34852969498447
2011,7,Circuit Gilles Villeneuve,Canada,buemi,4,120316.0,919,738,27,0.8372461655340683,medium,50.60366523543646
2011,7,Circuit Gilles Villeneuve,Canada,barrichello,4,119751.0,879,726,44,0.6209862059853293,medium,99.0367635297751
2011,7,Circuit Gilles Villeneuve,Canada,rosa,4,120523.0,848,773,29,0.7946339158925425,medium,59.381059078655355
2011,7,Circuit Gilles Villeneuve,Canada,trulli,4,120046.0,884,785,34,0.683814813683775,hard,30.167753652082034
2011,7,Circuit Gilles Villeneuve,Canada,kovalainen,4,119486.0,837,734,21,0.5606551090645073,soft,41.397581749274956
2011,7,Circuit Gilles Villeneuve,Canada,liuzzi,4,117846.0,986,711,24,0.6833583239295713,hard,84.90452329787857
2011,7,Circuit Gilles Villeneuve,Canada,glock,4,117890.0,955,792,22,0.5554125301910247,medium,21.593284324772025
2011,7,Circuit Gilles Villeneuve,Canada,karthikeyan,4,118214.0,875,772,37,0.7173875188447247,hard,22.611664223282528
2011,7,Circuit Gilles Villeneuve,Canada,ambrosio,4,117240.0,912,791,25,0.8758566476038823,soft,44.679795681258284
2011,7,Circuit Gilles Villeneuve,Canada,alguersuari,4,116127.0,864,748,43,0.972213233041824,soft,93.4338403135576
2011,7,Circuit Gilles Villeneuve,Canada,vettel,5,96175.0,978,756,25,0.9566216683145573,medium,50.282412223370855
2011,7,Circuit Gilles Villeneuve,Canada,alonso,5,98121.0,824,779,25,0.7502110068984171,hard,78.33163546655037
2011,7,Circuit Gilles Villeneuve,Canada,massa,5,97883.0,986,737,38,0.9985550797265774,medium,78.9009089564321
2011,7,Circuit Gilles Villeneuve,Canada,rosberg,5,98927.0,914,758,37,0.9818644837261687,medium,74.1138541546304
2011,8,Valencia Street Circuit,Spain,vettel,1,110320.0,799,785,24,0.5346428914528762,medium,85.7870087463521
2011,8,Valencia Street Circuit,Spain,webber,1,111682.0,917,782,41,0.6907273539532935,soft,12.515408134973447
2011,8,Valencia Street Circuit,Spain,alonso,1,112612.0,955,746,39,0.6940536570955252,soft,57.66571716676721
2011,8,Valencia Street Circuit,Spain,massa,1,113333.0,764,705,22,0.8862262683515676,soft,40.144448238114514
2011,8,Valencia Street Circuit,Spain,hamilton,1,113819.0,947,782,44,0.6443085692259505,medium,50.96468300459931
2011,8,Valencia Street Circuit,Spain,rosberg,1,114972.0,912,711,22,0.6745539614336792,medium,55.50169917183967
2011,8,Valencia Street Circuit,Spain,button,1,115351.0,811,777,38,0.6893685898007939,soft,21.453475145236176
2011,8,Valencia Street Circuit,Spain,michael_schumacher,1,116290.0,752,706,26,0.8645422935856379,hard,62.61580396292251
2011,8,Valencia Street Circuit,Spain,sutil,1,116817.0,963,790,43,0.9851123786439706,hard,24.070767429677506
2011,8,Valencia Street Circuit,Spain,heidfeld,1,117645.0,821,700,32,0.7753659399687083,hard,74.20774394138937
2011,8,Valencia Street Circuit,Spain,resta,1,118481.0,891,716,37,0.6988250575210664,medium,43.55974878561695
2011,8,Valencia Street Circuit,Spain,barrichello,1,119008.0,750,755,37,0.7790576667074325,hard,16.12173195775247
2011,8,Valencia Street Circuit,Spain,kobayashi,1,119444.0,923,732,29,0.9797682792762099,hard,71.843791004546
2011,8,Valencia Street Circuit,Spain,buemi,1,119721.0,975,728,22,0.6680342248916344,soft,86.18224907134119
2011,8,Valencia Street Circuit,Spain,petrov,1,120928.0,757,704,38,0.8947376647567419,hard,43.094301992638194
2011,8,Valencia Street Circuit,Spain,perez,1,121525.0,985,730,38,0.8097679597790732,soft,82.40519303220849
2011,8,Valencia Street Circuit,Spain,alguersuari,1,121725.0,916,707,44,0.9576907132660126,hard,51.025326252472375
2011,8,Valencia Street Circuit,Spain,glock,1,122674.0,790,758,37,0.5063256941621537,medium,25.624882410203284
2011,8,Valencia Street Circuit,Spain,kovalainen,1,123130.0,768,731,40,0.7284368846137439,soft,53.92778965391231
2011,8,Valencia Street Circuit,Spain,trulli,1,123820.0,910,783,41,0.6267587712002523,medium,78.3723930693111
2011,8,Valencia Street Circuit,Spain,liuzzi,1,124831.0,956,741,24,0.9115143372643104,soft,24.951220059062358
2011,8,Valencia Street Circuit,Spain,maldonado,1,125206.0,945,735,41,0.5180186055165839,hard,41.8167710221856
2011,8,Valencia Street Circuit,Spain,ambrosio,1,125662.0,827,770,39,0.9191308717669007,soft,79.40479354853225
2011,8,Valencia Street Circuit,Spain,karthikeyan,1,126285.0,789,734,33,0.7634144413344881,medium,97.48391648163944
2011,8,Valencia Street Circuit,Spain,vettel,2,105466.0,930,772,20,0.6907813398296192,soft,47.94624782387981
2011,8,Valencia Street Circuit,Spain,webber,2,105931.0,910,721,42,0.7946471117541363,medium,25.843379271356383
2011,8,Valencia Street Circuit,Spain,alonso,2,106284.0,811,789,34,0.6216577538572037,medium,90.60169326149315
2011,8,Valencia Street Circuit,Spain,massa,2,106363.0,855,784,31,0.5024744823059224,hard,80.42583242934776
2011,8,Valencia Street Circuit,Spain,hamilton,2,106850.0,905,740,36,0.8535874809213474,hard,61.855331478567926
2011,8,Valencia Street Circuit,Spain,rosberg,2,107305.0,874,743,29,0.5651549022934053,medium,77.51533696155431
2011,8,Valencia Street Circuit,Spain,button,2,107499.0,778,717,38,0.9799814472176601,medium,94.33249361928934
2011,8,Valencia Street Circuit,Spain,michael_schumacher,2,107897.0,922,750,31,0.9975423507630633,soft,30.00654688225379
2011,8,Valencia Street Circuit,Spain,sutil,2,107739.0,992,741,36,0.8342957546738659,medium,17.459508183867563
2011,8,Valencia Street Circuit,Spain,heidfeld,2,107932.0,987,754,36,0.6508589792395598,hard,50.608496463071205
2011,8,Valencia Street Circuit,Spain,resta,2,108279.0,877,725,26,0.6229141034397122,hard,61.94541269858676
2011,8,Valencia Street Circuit,Spain,barrichello,2,108482.0,960,755,24,0.7603455733816207,medium,20.969384487325897
2011,8,Valencia Street Circuit,Spain,kobayashi,2,108920.0,964,746,23,0.9958140223506311,hard,88.64616789443048
2011,8,Valencia Street Circuit,Spain,buemi,2,109156.0,754,751,41,0.9332245657495506,hard,23.77096553195733
2011,8,Valencia Street Circuit,Spain,petrov,2,109444.0,962,755,43,0.8514320769963214,medium,76.24149746462574
2011,8,Valencia Street Circuit,Spain,perez,2,109736.0,752,793,39,0.6188661361114546,medium,54.469776041815784
2011,8,Valencia Street Circuit,Spain,alguersuari,2,109887.0,753,718,44,0.8223745713187709,hard,42.51822522730036
2011,8,Valencia Street Circuit,Spain,glock,2,110982.0,906,708,44,0.5070667102573294,soft,55.65417720921006
2011,8,Valencia Street Circuit,Spain,kovalainen,2,110949.0,975,775,25,0.9560787732330476,hard,12.318972842142502
2011,8,Valencia Street Circuit,Spain,trulli,2,110893.0,840,721,37,0.8177407653432724,hard,35.01831200574683
2011,8,Valencia Street Circuit,Spain,maldonado,2,111066.0,953,716,41,0.9070321864111414,hard,10.794589924754472
2011,8,Valencia Street Circuit,Spain,liuzzi,2,111879.0,833,773,33,0.9596860169554513,soft,95.86880693264307
2011,8,Valencia Street Circuit,Spain,ambrosio,2,111354.0,838,741,26,0.6408714657317527,hard,33.90480619664304
2011,8,Valencia Street Circuit,Spain,karthikeyan,2,112023.0,798,737,27,0.6236003191170882,hard,64.20249374000007
2011,8,Valencia Street Circuit,Spain,vettel,3,105186.0,917,744,27,0.5704003956122534,hard,64.97528551738202
2011,8,Valencia Street Circuit,Spain,webber,3,105584.0,857,759,34,0.8725913044365152,medium,74.27531105627476
2011,8,Valencia Street Circuit,Spain,alonso,3,105458.0,830,710,26,0.9864146808731695,hard,14.65270916734292
2011,8,Valencia Street Circuit,Spain,massa,3,105804.0,828,734,24,0.6582523385406067,soft,32.882300537078805
2011,8,Valencia Street Circuit,Spain,hamilton,3,105662.0,884,721,24,0.8630452864340017,medium,49.985349206139915
2011,8,Valencia Street Circuit,Spain,rosberg,3,107028.0,829,713,20,0.7014647804989365,soft,43.28812540511264
2011,8,Valencia Street Circuit,Spain,button,3,106889.0,831,716,42,0.5556448508562263,hard,61.92151595148624
2011,8,Valencia Street Circuit,Spain,michael_schumacher,3,107437.0,804,744,32,0.902588486908763,soft,45.43588695865243
2011,8,Valencia Street Circuit,Spain,sutil,3,107608.0,948,704,29,0.8025589311276671,medium,13.546554365653922
2011,8,Valencia Street Circuit,Spain,heidfeld,3,107682.0,920,758,35,0.9523047265349571,hard,73.16332497009917
2011,8,Valencia Street Circuit,Spain,resta,3,107468.0,938,796,36,0.9952287765580676,medium,87.25448625200347
2011,8,Valencia Street Circuit,Spain,barrichello,3,108065.0,785,713,25,0.7942748847719295,soft,55.84683299535397
2011,8,Valencia Street Circuit,Spain,kobayashi,3,107950.0,918,771,33,0.5885718586212373,medium,77.98037256567463
2011,8,Valencia Street Circuit,Spain,buemi,3,108124.0,950,764,40,0.7637388188609804,soft,22.38746671741494
2011,8,Valencia Street Circuit,Spain,petrov,3,108588.0,848,789,30,0.9042152751826051,soft,60.35139562194737
2011,8,Valencia Street Circuit,Spain,alguersuari,3,107883.0,804,758,25,0.8135147133575839,soft,91.78183979645523
2011,8,Valencia Street Circuit,Spain,perez,3,109234.0,811,768,35,0.8428992704697784,hard,17.110840465469927
2011,8,Valencia Street Circuit,Spain,kovalainen,3,109410.0,763,782,28,0.920818663525279,soft,15.491106945712357
2011,8,Valencia Street Circuit,Spain,glock,3,111002.0,999,795,33,0.5836489830498248,soft,59.65446372638519
2011,8,Valencia Street Circuit,Spain,trulli,3,110276.0,902,727,27,0.6015759950142379,medium,18.797445037915207
2011,8,Valencia Street Circuit,Spain,maldonado,3,109977.0,950,756,40,0.6981178304479569,medium,92.65920148060297
2011,8,Valencia Street Circuit,Spain,liuzzi,3,111122.0,967,735,33,0.7029765028171509,medium,79.60251566846672
2011,8,Valencia Street Circuit,Spain,ambrosio,3,111061.0,896,764,20,0.5380579298398067,soft,55.40896515069282
2011,8,Valencia Street Circuit,Spain,karthikeyan,3,111358.0,942,783,26,0.6616440993130058,hard,14.983094365039953
2011,8,Valencia Street Circuit,Spain,vettel,4,105488.0,984,783,26,0.9427312881379314,medium,26.052143642514316
2011,8,Valencia Street Circuit,Spain,webber,4,105363.0,871,724,42,0.9708725751592271,hard,98.4088597406146
2011,8,Valencia Street Circuit,Spain,alonso,4,105236.0,961,772,39,0.8110851984783846,hard,20.38397870243787
2011,8,Valencia Street Circuit,Spain,massa,4,105485.0,868,702,22,0.8941165790253764,hard,19.390795351590604
2011,8,Valencia Street Circuit,Spain,hamilton,4,105655.0,861,731,34,0.5005986600369376,hard,25.47273525900717
2011,8,Valencia Street Circuit,Spain,rosberg,4,106938.0,990,792,22,0.6669719352646264,hard,25.423449952196602
2011,8,Valencia Street Circuit,Spain,button,4,106823.0,878,760,38,0.5008162492381564,hard,84.7485204841726
2011,8,Valencia Street Circuit,Spain,michael_schumacher,4,107134.0,869,777,29,0.9870479848971301,hard,85.34600859091313
2011,8,Valencia Street Circuit,Spain,sutil,4,107092.0,856,779,21,0.6473465372523488,hard,75.79182720528651
2011,8,Valencia Street Circuit,Spain,heidfeld,4,107509.0,887,795,44,0.957032505926456,hard,11.525373162142724
2011,8,Valencia Street Circuit,Spain,resta,4,107426.0,831,736,20,0.8221498777099665,hard,58.219590753006706
2011,8,Valencia Street Circuit,Spain,barrichello,4,107707.0,865,760,40,0.8808427372609615,medium,38.64449059537075
2011,8,Valencia Street Circuit,Spain,kobayashi,4,108004.0,878,798,37,0.7047304618337633,soft,44.297773345056406
2011,8,Valencia Street Circuit,Spain,buemi,4,108038.0,953,756,31,0.6960897334915372,hard,62.838718006676324
2011,8,Valencia Street Circuit,Spain,alguersuari,4,107515.0,883,704,35,0.7694589456119274,soft,97.15906336470849
2011,8,Valencia Street Circuit,Spain,petrov,4,109183.0,875,712,41,0.5582927716282619,medium,81.14550106323105
2011,8,Valencia Street Circuit,Spain,perez,4,108309.0,814,704,42,0.6239819236688366,medium,43.07358650094946
2011,8,Valencia Street Circuit,Spain,kovalainen,4,109118.0,785,789,32,0.5044837325701068,medium,47.124499570018536
2011,8,Valencia Street Circuit,Spain,trulli,4,108997.0,807,708,41,0.9825285696484007,hard,69.4826975264145
2011,8,Valencia Street Circuit,Spain,maldonado,4,109646.0,750,751,40,0.6700811963249975,hard,16.29489254931931
2011,8,Valencia Street Circuit,Spain,glock,4,111259.0,904,739,31,0.6268066327101712,hard,63.75330649152292
2011,8,Valencia Street Circuit,Spain,liuzzi,4,111230.0,941,747,34,0.8732051519823713,soft,19.936705218228518
2011,8,Valencia Street Circuit,Spain,ambrosio,4,111021.0,773,743,37,0.8114711836898697,medium,14.84938866890942
2011,8,Valencia Street Circuit,Spain,karthikeyan,4,110914.0,795,769,38,0.9700309679717245,medium,75.8630591751913
2011,8,Valencia Street Circuit,Spain,vettel,5,105160.0,768,793,40,0.7281863444012847,soft,99.99020356365153
2011,8,Valencia Street Circuit,Spain,webber,5,105113.0,978,730,31,0.662879283317805,hard,69.38968699022779
2011,8,Valencia Street Circuit,Spain,alonso,5,105191.0,990,722,35,0.9731805646412108,hard,66.15143829340506
2011,8,Valencia Street Circuit,Spain,massa,5,105394.0,814,776,29,0.5829866807244481,hard,75.99261007544979
2011,9,Silverstone Circuit,UK,vettel,1,114623.0,924,791,30,0.52656977372717,soft,41.037086473757
2011,9,Silverstone Circuit,UK,webber,1,115759.0,878,737,35,0.9861370962248552,soft,85.6809466552411
2011,9,Silverstone Circuit,UK,alonso,1,118128.0,889,793,26,0.5351052510337297,soft,57.43852940622795
2011,9,Silverstone Circuit,UK,button,1,119638.0,899,754,36,0.7249640545902983,soft,68.54230152866242
2011,9,Silverstone Circuit,UK,massa,1,119962.0,979,718,29,0.8627338478039295,soft,92.62765848634041
2011,9,Silverstone Circuit,UK,hamilton,1,120323.0,941,793,43,0.9810450507456097,soft,88.86906952285081
2011,9,Silverstone Circuit,UK,resta,1,120926.0,889,770,34,0.8746833057138187,soft,96.94790366853562
2011,9,Silverstone Circuit,UK,kobayashi,1,121207.0,955,778,41,0.9709966796939185,medium,42.737345516413576
2011,9,Silverstone Circuit,UK,michael_schumacher,1,122353.0,878,733,21,0.53392851919982,hard,57.69777582497825
2011,9,Silverstone Circuit,UK,maldonado,1,122902.0,898,717,40,0.8076438124530887,medium,69.8028712683312
2011,9,Silverstone Circuit,UK,sutil,1,123376.0,876,767,38,0.5778752886364977,hard,57.18277843882023
2011,9,Silverstone Circuit,UK,rosberg,1,124247.0,973,740,38,0.8584647298197543,soft,67.9072911041026
2011,9,Silverstone Circuit,UK,perez,1,126739.0,836,738,39,0.5368698329165177,hard,69.16049092229838
2011,9,Silverstone Circuit,UK,heidfeld,1,127102.0,923,718,27,0.8423846904535368,medium,70.71527240496202
2011,9,Silverstone Circuit,UK,petrov,1,127377.0,775,714,40,0.9466448341751963,hard,97.9203422681021
2011,9,Silverstone Circuit,UK,alguersuari,1,127697.0,946,705,42,0.9318839633045335,soft,55.33785645909681
2011,9,Silverstone Circuit,UK,buemi,1,128553.0,903,761,28,0.5546016814250313,medium,80.3587728802571
2011,9,Silverstone Circuit,UK,kovalainen,1,129778.0,937,778,28,0.8169971206521774,hard,30.168394975419382
2011,9,Silverstone Circuit,UK,barrichello,1,130379.0,974,795,42,0.6963973995168381,hard,16.09244047910942
2011,9,Silverstone Circuit,UK,glock,1,130928.0,989,750,29,0.6060074936590503,soft,43.84308838685184
2011,9,Silverstone Circuit,UK,liuzzi,1,131410.0,786,770,44,0.662993179702713,soft,78.83831880045396
2011,9,Silverstone Circuit,UK,trulli,1,131753.0,915,722,21,0.6057371442966231,medium,92.57688780495106
2011,9,Silverstone Circuit,UK,ambrosio,1,132334.0,944,771,44,0.7954583254327436,soft,68.22276463401005
2011,9,Silverstone Circuit,UK,ricciardo,1,133431.0,765,789,34,0.886449162939769,hard,54.113264860640164
2011,9,Silverstone Circuit,UK,vettel,2,110924.0,997,758,23,0.6935369448790428,hard,97.44313151684283
2011,9,Silverstone Circuit,UK,webber,2,112126.0,831,732,21,0.572501582071302,hard,75.83181010990789
2011,9,Silverstone Circuit,UK,alonso,2,112701.0,953,784,31,0.595549365684006,soft,72.70310852839596
2011,9,Silverstone Circuit,UK,massa,2,112173.0,964,793,23,0.6988931789279165,soft,13.23131736445426
2011,9,Silverstone Circuit,UK,hamilton,2,112860.0,926,776,30,0.7318809903266316,hard,26.07156298363525
2011,9,Silverstone Circuit,UK,button,2,115714.0,906,769,25,0.6019955871485833,soft,11.953241729992598
2011,9,Silverstone Circuit,UK,resta,2,114983.0,908,729,35,0.8666829436679733,hard,63.01607095979494
2011,9,Silverstone Circuit,UK,kobayashi,2,115097.0,955,737,24,0.8231210887533877,hard,51.427032478669744
2011,9,Silverstone Circuit,UK,michael_schumacher,2,114523.0,822,745,34,0.7729698025204932,soft,36.83156330120383
2011,9,Silverstone Circuit,UK,maldonado,2,116067.0,918,765,22,0.8832929384378589,hard,78.31800555109504
2011,9,Silverstone Circuit,UK,sutil,2,115928.0,907,738,43,0.5040813959875603,medium,64.36728669197127
2011,9,Silverstone Circuit,UK,rosberg,2,115650.0,997,797,38,0.7733479407880991,soft,73.6802394855594
2011,9,Silverstone Circuit,UK,perez,2,114929.0,779,735,42,0.6158404211425338,hard,21.24874055251248
2011,9,Silverstone Circuit,UK,heidfeld,2,115306.0,983,718,39,0.9758634037423721,hard,31.34400656760785
2011,9,Silverstone Circuit,UK,petrov,2,116413.0,937,724,26,0.8506412088244817,medium,24.26434856676725
2011,9,Silverstone Circuit,UK,alguersuari,2,116303.0,920,793,44,0.7548768474303288,hard,96.42135259471706
2011,9,Silverstone Circuit,UK,buemi,2,116304.0,841,708,26,0.5798081781184281,hard,11.161339914353507
2011,9,Silverstone Circuit,UK,barrichello,2,115552.0,985,734,23,0.8736189581934855,hard,75.07325344260414
2011,9,Silverstone Circuit,UK,glock,2,117849.0,772,720,40,0.5686471286101459,soft,79.96544719053786
2011,9,Silverstone Circuit,UK,liuzzi,2,119186.0,850,707,34,0.9227876748564519,medium,25.67382977859842
2011,9,Silverstone Circuit,UK,trulli,2,119282.0,883,737,43,0.8765153820168654,soft,82.89641308758726
2011,9,Silverstone Circuit,UK,ambrosio,2,120009.0,986,790,40,0.84545825884018,hard,40.39996708312307
2011,9,Silverstone Circuit,UK,ricciardo,2,119855.0,989,751,20,0.507809025837332,soft,34.535342848806756
2011,9,Silverstone Circuit,UK,kovalainen,2,130404.0,858,773,42,0.5937304070499467,medium,66.78286363071919
2011,9,Silverstone Circuit,UK,vettel,3,110838.0,752,740,37,0.653285817614385,medium,39.343005001930564
2011,9,Silverstone Circuit,UK,webber,3,111944.0,858,798,28,0.7714085469033507,hard,65.15833930688217
2011,9,Silverstone Circuit,UK,alonso,3,112088.0,937,704,29,0.8935867851762552,soft,97.42762909611545
2011,9,Silverstone Circuit,UK,massa,3,111896.0,982,716,32,0.6399629098331117,soft,76.29069750156874
2011,9,Silverstone Circuit,UK,hamilton,3,111779.0,816,761,29,0.9457523213987032,hard,76.1832298705297
2011,9,Silverstone Circuit,UK,button,3,113023.0,796,718,38,0.5436575926827507,hard,73.49063405907717
2011,9,Silverstone Circuit,UK,resta,3,113324.0,859,779,41,0.5269214190542097,hard,39.48755430621142
2011,9,Silverstone Circuit,UK,kobayashi,3,113761.0,989,767,34,0.7405514064618894,medium,63.01535427966008
2011,9,Silverstone Circuit,UK,michael_schumacher,3,114230.0,966,738,23,0.8198704284240863,medium,59.28456949589977
2011,9,Silverstone Circuit,UK,maldonado,3,114531.0,832,797,43,0.5200833671563874,hard,95.9537655002823
2011,9,Silverstone Circuit,UK,sutil,3,114558.0,851,757,37,0.6939580442355897,hard,66.80757909916663
2011,9,Silverstone Circuit,UK,rosberg,3,115107.0,866,752,42,0.8888932642120486,hard,85.5548377718973
2011,9,Silverstone Circuit,UK,perez,3,113907.0,910,748,27,0.9939396671616372,hard,14.199885721932308
2011,9,Silverstone Circuit,UK,heidfeld,3,115466.0,768,730,32,0.9315590757823953,soft,67.14931097715402
2011,9,Silverstone Circuit,UK,petrov,3,115188.0,819,714,27,0.5249584155881069,soft,64.05448047860419
2011,9,Silverstone Circuit,UK,alguersuari,3,115254.0,751,789,28,0.9040086409162942,hard,24.131905523657625
2011,9,Silverstone Circuit,UK,buemi,3,115500.0,892,777,31,0.7285234201432564,hard,67.71520439834612
2011,9,Silverstone Circuit,UK,barrichello,3,115318.0,951,736,38,0.9508894876452807,soft,92.04025879177007
2011,9,Silverstone Circuit,UK,glock,3,117798.0,988,745,38,0.9036597009059522,hard,36.66287435674492
2011,9,Silverstone Circuit,UK,trulli,3,118269.0,916,790,40,0.6750326890269314,medium,81.00183308236939
2011,9,Silverstone Circuit,UK,liuzzi,3,119494.0,956,789,40,0.6435882562548654,hard,81.13991475634698
2011,9,Silverstone Circuit,UK,ambrosio,3,119094.0,989,751,28,0.9121534210988003,soft,60.942826272485284
2011,9,Silverstone Circuit,UK,ricciardo,3,119529.0,784,745,37,0.6079498457258412,soft,75.07683780306576
2011,9,Silverstone Circuit,UK,vettel,4,111013.0,909,790,32,0.934430271813166,soft,45.754519437382015
2011,9,Silverstone Circuit,UK,webber,4,111713.0,820,707,32,0.543856750221337,soft,31.71502110722562
2011,9,Silverstone Circuit,UK,alonso,4,111649.0,797,775,38,0.6273661790584077,hard,17.630819699612413
2011,9,Silverstone Circuit,UK,massa,4,112194.0,870,747,26,0.8710507002377308,hard,98.14601927474372
2011,9,Silverstone Circuit,UK,hamilton,4,114055.0,845,794,27,0.6114424244724843,medium,74.65489561103624
2011,9,Silverstone Circuit,UK,button,4,113629.0,827,711,38,0.5432302050111237,hard,75.56989603247408
2011,9,Silverstone Circuit,UK,resta,4,113582.0,797,747,32,0.9868316067434314,soft,69.23559001686584
2011,9,Silverstone Circuit,UK,kobayashi,4,113531.0,835,717,20,0.8345222092700225,medium,67.53127861971205
2011,9,Silverstone Circuit,UK,michael_schumacher,4,113740.0,948,754,36,0.883138701599798,hard,53.697724041509666
2011,9,Silverstone Circuit,UK,sutil,4,113145.0,798,707,37,0.543378510369094,medium,94.99083859366836
2011,9,Silverstone Circuit,UK,maldonado,4,116000.0,770,791,44,0.5859381608240497,medium,27.573575746492416
2011,9,Silverstone Circuit,UK,rosberg,4,115158.0,976,766,35,0.8449410164810462,soft,47.20875614324505
2011,9,Silverstone Circuit,UK,perez,4,114911.0,999,730,20,0.8868644830577794,hard,30.382590737719234
2011,9,Silverstone Circuit,UK,heidfeld,4,114912.0,981,730,29,0.5435300848418894,soft,94.65710896194079
2011,9,Silverstone Circuit,UK,petrov,4,115440.0,876,778,32,0.7273874679059824,medium,93.37807370722734
2011,9,Silverstone Circuit,UK,alguersuari,4,115423.0,905,707,33,0.757983207526935,medium,31.744382172344114
2011,9,Silverstone Circuit,UK,buemi,4,115077.0,811,711,27,0.8970975354185974,hard,25.082276625854796
2011,9,Silverstone Circuit,UK,barrichello,4,115968.0,836,780,29,0.7365527973406727,medium,26.942634889069748
2011,9,Silverstone Circuit,UK,glock,4,116833.0,812,760,37,0.8167470338409177,soft,10.793419499072728
2011,9,Silverstone Circuit,UK,trulli,4,116521.0,959,705,38,0.6379263285704506,soft,93.81057167671086
2011,9,Silverstone Circuit,UK,liuzzi,4,119019.0,828,720,32,0.9785967714494355,hard,98.05383401547283
